_timestamp,birth_date,birth_place,college,college_conf,height,high_school,jersey_no,player_id,player_name,position,rookie_year,status,weight
1554866201,1985-10-13,"Lakewood, OH, USA",Michigan State,Big Ten Conference,74,St. Ignatius (OH),2,af4ba620-2f00-4b00-9111-7897f2b1cde8,Brian Hoyer,QB,2009.0,A01,215.0
1554866201,1975-09-25,"Boulder, CO, USA",Boston College,Atlantic Coast Conference,76,Xaverian Brothers (MA),8,7d8eba61-208d-4d91-86cd-704ad05cb7f4,Matt Hasselbeck,QB,1998.0,A01,235.0
1554866201,1989-09-12,"Washington, D.C., USA",Stanford,Pacific Twelve Conference,76,Stratford (TX),12,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,Andrew Luck,QB,2012.0,A01,240.0
1554866201,1982-11-24,"Gilbert, AZ, USA",Harvard,Ivy League,74,Highland (AZ),14,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,Ryan Fitzpatrick,QB,2005.0,A01,223.0
1554866201,1988-02-17,"Brownwood, TX",Houston,American Athletic Conference,73,Wylie HS (TX),4,1b3d350a-478b-4542-a430-d12cc96adc22,Case Keenum,QB,2012.0,A01,205.0
1554866201,1990-04-26,"Springfield, PA, USA",Pittsburgh,Atlantic Coast Conference,76,Cardinal O'Hara (PA),5,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,Tom Savage,QB,2014.0,A01,230.0
1554866201,1987-11-19,"Opa-locka, FL, USA",Duke,Atlantic Coast Conference,74,Hialeah-Miami Lakes (FL),7,bd1016ca-9683-4f4a-afdc-d07a3e03f057,Thaddeus Lewis,QB,2010.0,A01,219.0
1554866201,1988-06-05,"Texarkana, TX, USA",Arkansas,Southeastern Conference,78,Texas (TX),15,f82d4ebb-cda9-4b79-ade0-9ef468d2c101,Ryan Mallett,QB,2011.0,A01,250.0
1554866201,1992-08-27,"Miami, FL, USA",Miami,Atlantic Coast Conference,74,Monsignor Pace (FL),6,4f0e7ce1-b4ee-48cb-88b2-0f2d61626700,Stephen Morris,QB,2014.0,A01,218.0
1554866201,1992-04-28,"Oviedo, FL, USA",Central Florida,American Athletic Conference,77,Oviedo (FL),5,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,Blake Bortles,QB,2014.0,A01,236.0
1554866201,1985-07-02,"Wyomissing, PA, USA",Michigan,Big Ten Conference,75,Wilson (PA),4,f55053e4-4bfd-495d-981a-d62e3662f01b,Chad Henne,QB,2008.0,A01,222.0
1554866201,1982-08-06,"Green Bay, WI, USA",Clemson,Atlantic Coast Conference,77,Chattahoochee (GA),15,34cc7f47-9f14-4661-b9af-c9d3b2fc873a,Charlie Whitehurst,QB,2006.0,A01,226.0
1554866201,1991-07-16,"Watkinsville, GA, USA",Louisiana State,Southeastern Conference,77,Oconee County (GA),18,7e655b10-5853-479c-a6de-927c4323d186,Zach Mettenberger,QB,2014.0,A01,224.0
1554866201,1988-06-15,"Bellingham, WA, USA",Washington,,75,Ferndale (WA),10,7f6ec436-5fcf-4326-9327-fb2de6687ebd,Jake Locker,QB,,,223.0
1554866201,1984-05-30,"Westlake Village, CA, USA",Texas-El Paso,,77,Mission Viego (CA),05,f4bb8ed1-d8cd-4e8c-97ca-60d299fa30ce,Jordan Palmer,QB,,,229.0
1554866201,1990-11-22,"Coeur d'Alene, ID, USA",Arizona State,Pacific Twelve Conference,79,Flathead (MT),8,0847010c-9a77-4f0b-9d63-c8b4b224d263,Brock Osweiler,QB,2012.0,A01,240.0
1554866201,1976-03-24,"New Orleans, LA, USA",Tennessee,Southeastern Conference,77,Newman (LA),18,aae6d92e-5f28-43ee-b0dc-522e80e99f76,Peyton Manning,QB,1998.0,A01,230.0
1554866201,1986-10-07,"Irving, TX, USA",Missouri,Big Twelve Conference,72,Carroll (TX),4,0045a36c-f464-49e0-a25a-9210edc94bc1,Chase Daniel,QB,2009.0,A01,225.0
1554866201,1990-11-10,"Tampa, FL, USA",Georgia,Southeastern Conference,73,Plant (FL),7,20729a55-0183-46d8-9cf6-67063f184e36,Aaron Murray,QB,2014.0,A01,210.0
1554866201,1984-05-07,"Seattle, WA, USA",Utah,Mountain West Conference,76,Helix (CA),11,2fda010a-8c62-4c07-b601-4ba03f57e6af,Alex Smith,QB,2005.0,A01,217.0
1554866201,1983-06-06,"Lakeview, OR, USA",Oregon,Pacific Twelve Conference,74,Burns (OR),10,da2d3510-355a-4a0d-a79d-bd96b4cfcecb,Kellen Clemens,QB,2006.0,A01,220.0
1554866201,1981-12-08,"Decatur, AL, USA",North Carolina State,Atlantic Coast Conference,77,Athens (AL),17,e47706c7-e14d-41fb-b13b-83a835a1f3bc,Philip Rivers,QB,2004.0,A01,228.0
1554866201,1981-06-25,"Pittsburgh, PA, USA",Virginia,Atlantic Coast Conference,78,West Chester East (PA),8,1f09583f-dcc1-43e8-a7fc-f063d2c96508,Matt Schaub,QB,2004.0,A01,245.0
1554866201,1989-12-02,"Scranton, PA, USA",Penn State,Big Ten Conference,73,West Scranton (PA),5,663b69e5-1fc2-404b-9a3f-f153c650ee89,Matt McGloin,QB,2013.0,A01,210.0
1554866201,1991-03-28,"Fresno, CA, USA",Fresno State,Mountain West Conference,75,Bakersfield Christian (CA),4,9f026fc0-4449-4dc5-a226-2e2830619381,Derek Carr,QB,2014.0,A01,214.0
1554866201,1983-10-14,"Oklahoma City, OK, USA",Oklahoma State,Big Twelve Conference,75,Edmond Santa Fe (OK),3,01291a8d-d97c-4d88-b497-b5ad4b72f626,Brandon Weeden,QB,2012.0,A01,228.0
1554866201,1991-01-27,"Corpus Christi, TX, USA",West Texas A&M,Lone Star Conference,77,Calallen (TX),2,5758c325-819c-4f83-9ad2-b0376348884f,Dustin Vaughan,QB,2014.0,A01,235.0
1554866201,1980-04-21,"San Diego, CA, USA",Eastern Illinois,Ohio Valley Conference,74,Burlington (WI),9,c32d8200-2b85-4638-8db3-9a52fb86b207,Tony Romo,QB,2003.0,A01,230.0
1554866201,1989-01-20,"Austin, TX, USA",Arizona,Pacific Twelve Conference,78,Westlake (TX),9,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,Nick Foles,QB,2012.0,A01,243.0
1554866201,1990-09-08,"Newport Beach, CA, USA",Southern California,Pacific Twelve Conference,74,Mater Dei (CA),5,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,Matt Barkley,QB,2013.0,A01,227.0
1554866201,1986-11-11,"Long Beach, CA, USA",Southern California,Pacific Ten Conference,74,Mission Viego (CA),6,e6c40f79-1bbd-4f62-9391-7f535f110c0d,Mark Sanchez,QB,2009.0,A01,232.0
1554866201,1981-01-03,"New Orleans, LA, USA",Mississippi,Southeastern Conference,76,Isidore Newman (LA),10,6cb6226e-f08c-4192-95f1-69709ed686c6,Eli Manning,QB,2004.0,A01,218.0
1554866201,1990-03-10,"West Chester, PA, USA",Syracuse,Big East,74,Malvern Prep (PA),4,cb6e47f1-ace7-44c7-893e-1d6d37fc46bd,Ryan Nassib,QB,2013.0,A01,223.0
1554866201,1986-09-05,"Hobbs, NM, USA",Texas,Big Twelve Conference,73,Jim Ned (TX),12,3699dfd9-d437-43f7-b674-adbb31e7e64b,Colt McCoy,QB,2010.0,A01,215.0
1554866201,1990-02-12,"Okinawa Prefecture,, JPN",Baylor,Big Twelve Conference,74,Copperas Cove (TX),3,8dfb370d-460c-4bfc-9d62-888687248783,Robert Griffin III,QB,2012.0,A01,222.0
1554866201,1988-08-19,"Barrington, IL, USA",Michigan State,Big Ten Conference,75,Holland Christian (MI),8,bbd0942c-6f77-4f83-a6d0-66ec6548019e,Kirk Cousins,QB,2012.0,A01,202.0
1554866201,1983-12-02,"Chico, CA, USA",California,Pacific Ten Conference,74,Pleasant Valley (CA),12,0ce48193-e2fa-466e-a986-33f751add206,Aaron Rodgers,QB,2005.0,A01,225.0
1554866201,1987-09-04,"Rolling Meadows, IL, USA",Wisconsin,Big Ten Conference,74,Fremd (IL),16,32d5dc32-c443-4db7-8709-4c6238a3000b,Scott Tolzien,QB,2011.0,A01,215.0
1554866201,1985-06-20,"Tyler, TX, USA",Louisiana State,Southeastern Conference,74,Lee (TX),3,53e3389f-6db2-41d6-bddf-e1246cb776fb,Matt Flynn,QB,2008.0,A01,225.0
1554866201,1988-07-05,"Prosser, WA, USA",Boise State,Mountain West Conference,72,Prosser (WA),17,742a4673-9df8-4a79-938f-edef65087075,Kellen Moore,QB,2012.0,P01,200.0
1554866201,1988-02-07,"Tampa, FL, USA",Georgia,Southeastern Conference,75,Highland Park (TX),9,ade43b1a-0601-4672-83b6-d246bc066a19,Matthew Stafford,QB,2009.0,A01,220.0
1554866201,1983-08-18,"Bridgeport, CT, USA",Connecticut,Big East,77,Shelton (CT),8,bbfcacdd-b6ae-48df-8911-764bb7e0fcdb,Dan Orlovsky,QB,2005.0,A01,215.0
1554866201,1988-02-25,"Dallas, TX, USA",Florida State,Atlantic Coast Conference,74,Colleyville Heritage (TX),15,3467ae3e-4ddf-450d-8f36-b741ea3a2564,Christian Ponder,QB,2011.0,A01,229.0
1554866201,1982-05-17,"Northridge, CA, USA",Southern California,Pacific Ten Conference,76,Chatsworth (CA),8,8263e101-aa33-435f-bf0f-388e1c4eeb59,Matt Cassel,QB,2005.0,A01,228.0
1554866201,1992-11-10,"Miami, FL, USA",Louisville,American Athletic Conference,74,Miami Northwestern (FL),5,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,Teddy Bridgewater,QB,2014.0,A01,215.0
1554866201,1988-07-28,"Bluffton, IN, USA",Northern Illinois,Mid-American Conference,74,Norwell HS (IN),8,dcb9c467-c17b-4b98-9513-4f6bc3ac1a3d,Chandler Harnish,QB,2012.0,A01,222.0
1554866201,1987-09-21,"Thousand Oaks, CA, USA",Notre Dame,Independent,74,Oaks (CA),2,01654256-1c2b-4729-a166-dd54358a71da,Jimmy Clausen,QB,2010.0,A01,210.0
1554866201,1990-10-04,"Salinas, CA, USA",San Jose State,Mountain West Conference,73,Palma (CA),9,eab69ec2-9cba-4783-8260-cf99121ed2c8,David Fales,QB,2014.0,A01,219.0
1554866201,1983-04-29,"Columbus, GA, USA",Vanderbilt,Southeastern Conference,75,Heritage Hills (IN),6,ecd3bc0f-04dd-4945-9454-3fc4722fa5a8,Jay Cutler,QB,2006.0,A01,231.0
1554866201,1989-05-11,"Atlanta, GA, USA",Auburn,Southeastern Conference,77,Westlake (GA),1,214e55e4-a089-412d-9598-a16495df0d25,Cam Newton,QB,2011.0,A01,245.0
1554866201,1986-11-14,"Birmingham, AL, USA",Alabama-Birmingham,Conference USA,76,Wenonah (AL),5,250199f2-1387-4b55-b96f-17fedea6db7f,Joe Webb III,QB,2010.0,A01,230.0
1554866201,1983-06-15,"Portland, OR, USA",Oregon State,Pacific Ten Conference,78,Scappoose (OR),3,72fbe462-91c5-4c84-9640-e8ad7cad6447,Derek Anderson,QB,2005.0,A01,235.0
1554866201,1981-07-12,"Jacksonville, TX, USA",Louisiana Tech,Western Athletic Conference,76,Jacksonville (TX),3,31305637-a7a6-4d38-a617-2d928a9ce425,Luke McCown,QB,2004.0,A01,217.0
1554866201,1989-11-17,"Westlake Village, CA, USA",Tulane,American Athletic Conference,77,Chaminade (CA),4,949c34b9-150a-4a1b-b884-1fcf1ebaabdf,Ryan Griffin,QB,2013.0,A01,210.0
1554866201,1979-01-15,"Austin, TX, USA",Purdue,Big Ten Conference,72,Westlake (TX),9,bb5957e6-ce7d-47ab-8036-22191ffc1c44,Drew Brees,QB,2001.0,A01,209.0
1554866201,1987-05-28,"Marietta, GA, USA",North Carolina,Atlantic Coast Conference,76,Pope (GA),2,20170818-32ab-4892-987e-ea75efcd8c4f,T.J. Yates,QB,2011.0,A01,217.0
1554866201,1985-05-17,"Exton, PA, USA",Boston College,Atlantic Coast Conference,76,Penn (PA),2,7e648a0b-fdc8-4661-a587-5826f2cac11b,Matt Ryan,QB,2008.0,A01,217.0
1554866201,1990-04-28,"Scottsdale, AZ, USA",Duke,Atlantic Coast Conference,77,Notre Dame Prep (AZ),13,9ea8eb0a-32f3-4eab-992f-71e607ec65eb,Sean Renfree,QB,2013.0,A01,225.0
1554866201,1987-07-25,"Oak Lawn, IL, USA",Northwestern,Big Ten Conference,75,St. Rita (IL),4,853c2e4e-7363-4f00-93dd-a9f514407225,Mike Kafka,QB,2010.0,,225.0
1554866201,1979-07-04,"Jacksonville, TX, USA",Sam Houston State,Southland Conference,76,Jacksonville (TX),15,a261fd0a-b096-4db7-bd51-2f13bde485da,Josh McCown,QB,2002.0,A01,218.0
1554866201,1989-12-12,"Centreville, VA, USA",North Carolina State,Atlantic Coast Conference,78,Westfield (VA),7,e1235f1e-26ce-438c-8168-3b1ded4ab893,Mike Glennon,QB,2013.0,A01,229.0
1554866201,1988-11-29,"Richmond, VA, USA",Wisconsin,Big Ten Conference,71,Collegiate (VA),3,409d4cac-ee90-4470-9710-ebe671678339,Russell Wilson,QB,2012.0,A01,215.0
1554866201,1983-04-21,"Montgomery, AL, USA",Alabama State,Southwestern Athletic Conference,74,Lanier (AL),7,41d6830d-9512-4f40-bd74-2125b2f84416,Tarvaris Jackson,QB,2006.0,A01,225.0
1554866201,1984-05-07,"Okemos, MI, USA",Michigan State,Big Ten Conference,75,Harrison (MI),9,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,Drew Stanton,QB,2007.0,A01,243.0
1554866201,1979-12-27,"Fresno, CA, USA",Southern California,Pacific Ten Conference,77,Santa Margarita (CA),3,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37,Carson Palmer,QB,2003.0,R01,235.0
1554866201,1989-06-22,"San Diego, CA, USA",San Diego State,Mountain West Conference,75,El Captain (CA),3,a432666c-9ffd-4094-9071-a9d49d0e20c1,Ryan Lindley,QB,2012.0,A01,232.0
1554866201,1987-11-03,"Milwaukee, WI, USA",Nevada,Western Athletic Conference,76,Pitman (CA),7,068b70bc-9558-4e99-b729-754fd28937ed,Colin Kaepernick,QB,2011.0,A01,230.0
1554866201,1986-05-15,"Oakland, CA, USA",San Diego,Pioneer Football League,75,Oakland Technical (CA),8,73e133bf-d3f7-4fda-bd25-2fde66cb8ee1,Josh Johnson,QB,2008.0,A01,198.0
1554866201,1989-10-15,"Chesterfield, MO, USA",Missouri,Big Twelve Conference,76,Parkway West (MO),7,de816e24-8442-49a4-99cd-dde7e7c05863,Blaine Gabbert,QB,2011.0,A01,235.0
1554866201,1980-01-09,"Parsons, KS, USA",Maryland,Atlantic Coast Conference,75,Parsons (KS),13,52b14c80-ffc5-4fd6-9a32-d07b261f0841,Shaun Hill,QB,2002.0,A01,230.0
1554866201,1989-06-02,"Ringgold, GA, USA",Southern Mississippi,Conference USA,74,West Lauderdale (MS),12,fa8cfe11-018a-4d4c-9588-c86cab0415c0,Austin Davis,QB,2012.0,A01,221.0
1554866201,1991-05-31,"Thomaston, GA, USA",Baylor,Big Twelve Conference,75,Midlothian (TX),14,609ab653-c3d4-4138-a2d9-c697a34174ad,Bryce Petty,QB,2015.0,R01,230.0
1554866201,1988-04-12,"Downingtown, PA, USA",Delaware,Colonial Athletic Association,75,East (PA),3,5f6d1cf2-00ea-4316-81db-eb4651465f78,Pat Devlin,QB,2011.0,A01,225.0
1554866201,1991-02-14,"Coldwater, OH, USA",Ball State,Mid-American Conference,75,Coldwater (OH),3,5881b91d-5797-49f9-b0a1-becbb7068ee7,Keith Wenning,QB,2014.0,A01,225.0
1554866201,1990-01-22,"West Springfield, VA, USA",North Carolina,Atlantic Coast Conference,75,West Springfield (VA),8,85b834b5-c48b-42c0-a8a8-2d56190eecbc,Bryn Renner,QB,2014.0,A01,225.0
1554866201,1987-11-11,"Lexington, IL, USA","Monmouth, Ill.",Midwest Conference,76,Lexington (IL),3,1c6daf8e-d6dc-4d88-a5fa-c3ebcd93a6e5,Alex Tanney,QB,2012.0,A01,220.0
1554866201,1993-10-30,"Honolulu, HI, USA",Oregon,Pacific Twelve Conference,76,Saint Louis (HI),8,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,Marcus Mariota,QB,2015.0,A01,222.0
1554866201,1988-01-13,"Kansas City, MO, USA",Kansas State,Big Twelve Conference,78,Grandview (MO),5,8c7cd76d-74a0-4440-885a-07f92f9a75d7,Josh Freeman,QB,2009.0,A01,248.0
1554866201,1988-03-13,"Grand Terrace, CA, USA",Southern Utah,Big Sky Conference,77,Colton (CA),4,c6345d52-4a43-4bc2-80bb-d25480f10527,Brad Sorensen,QB,2013.0,A01,230.0
1554866201,1991-12-26,"Windermer, FL, USA",Northwestern,Big Ten Conference,75,Olympia (FL),3,e23dc743-ecee-4cf3-a263-69d3da3bae94,Trevor Siemian,QB,2015.0,A01,220.0
1554866201,1987-11-08,"Oklahoma City, OK, USA",Oklahoma,Big Twelve Conference,76,Putnam City North (OK),9,cc3640b0-7560-431f-84ab-599e9dc8cac6,Sam Bradford,QB,2010.0,A01,224.0
1554866201,1993-06-15,"Chandler, AZ, USA",UCLA,Pacific Twelve Conference,75,Chandler (AZ),7,e97f5ca9-186e-4346-ae65-1cd757ada455,Brett Hundley,QB,2015.0,A01,226.0
1554866201,1993-03-15,"Atlanta, GA, USA",Old Dominion,Conference USA,73,Collins Hill (GA),6,2c259733-ec2c-4e3c-bb7b-34dc0d37dc34,Taylor Heinicke,QB,2015.0,A01,210.0
1554866201,1994-01-06,"Bessemer, AL, USA",Florida State,Atlantic Coast Conference,76,Hueytown (AL),3,fb3b36fc-b985-4807-8199-d038d7e62a93,Jameis Winston,QB,2015.0,A01,231.0
1554866201,1991-05-29,"Vancouver, WA, USA",Colorado State,Mountain West Conference,74,Heritage (WA),9,5b64cbb5-0af6-4efc-a441-31c1f33d2eab,Garrett Grayson,QB,2015.0,A01,220.0
1554866201,1991-10-25,"Boiling Springs, SC, USA",South Carolina,Southeastern Conference,75,Boiling Springs (SC),2,473c29e5-2074-46da-a929-5a553c009e14,Dylan Thompson,QB,2015.0,A01,218.0
1554866201,1992-04-25,"San Jose, CA, USA",Oregon State,Pacific Twelve Conference,78,Foothill (CA),14,91ead748-e3b0-4926-bd3b-3e327b44e6bc,Sean Mannion,QB,2015.0,A01,231.0
1554866201,1992-12-11,"West Palm Beach, FL, USA",North Carolina State,Atlantic Coast Conference,76,William T. Dwyer (FL),7,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,Jacoby Brissett,QB,2016.0,A01,235.0
1554866201,1991-10-06,"Davie, FL, USA",Western Kentucky,Conference USA,75,North Broward Prep (FL),7,0b2fccc4-945f-439d-a6df-9db87fb87398,Brandon Doughty,QB,2016.0,A01,212.0
1554866201,1992-09-29,"Cleveland, OH, USA",Ohio State,Big Ten Conference,77,Glenville,7,92c02ef1-8400-4f5a-9420-6458755e14d4,Cardale Jones,QB,2016.0,A01,250.0
1554866201,1995-02-14,"Lehighton, PA, USA",Penn State,Big Ten Conference,76,Fork Union Military (VA),5,8f924766-111c-4cf2-a13b-2221e1013909,Christian Hackenberg,QB,2016.0,P01,228.0
1554866201,1993-04-23,"Oviedo, FL, USA",Louisiana Tech,Conference USA,76,Hagerty (FL),6,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,Jeff Driskel,QB,2016.0,A01,231.0
1554866201,1993-05-11,"Bakersfield, CA, USA",Southern California,Pacific Twelve Conference,73,Bakersfield Centennial (CA),6,573f7acc-376b-4f37-8039-5c4c15c4a508,Cody Kessler,QB,2016.0,A01,215.0
1554866201,1993-06-04,"Absecon, NJ, USA",Wesley,New Jersey Athletic Conference,73,Holy Spirit (NJ),3,c67e52b1-0801-4a6c-802c-32cdc78bb7c9,Joe Callahan,QB,2016.0,A01,216.0
1554866201,1992-10-20,"McLean, VA, USA",Stanford,Pacific Twelve Conference,75,Gonzaga College (DC),9,cd571cfc-9b44-4b69-a801-431db9aaa85e,Kevin Hogan,QB,2016.0,A01,218.0
1554866201,1992-09-05,"Fayetteville, AR, USA",Arkansas,Southeastern Conference,74,Fayetteville (AR),8,a8c3bcd7-69d0-4c5e-a876-6b33857942bc,Brandon Allen,QB,2016.0,A01,214.0
1554866201,1991-12-27,"Clovis, CA, USA",Tennessee,Southeastern Conference,78,Kingsburg (CA),9,b13ba4c3-5761-40fb-aa6a-935f09c39a6b,Tyler Bray,QB,2013.0,A01,215.0
1554866201,1993-01-29,"Hinckley, OH, USA",Michigan State,Big Ten Conference,76,Walsh Jesuit (OH),18,f1ec6243-aaca-4237-85fb-9699bc90aa09,Connor Cook,QB,2016.0,A01,217.0
1554866201,1994-02-12,"San Antonio, TX, USA",Memphis,American Athletic Conference,79,Trinity Christian (FL),12,19e253df-b121-43e4-a222-6df5fa8ad93f,Paxton Lynch,QB,2016.0,A01,244.0
1554866201,1993-07-29,"Sulphur, LA, USA",Mississippi State,Southeastern Conference,74,Haughton (LA),4,86197778-8d4b-4eba-affe-08ef7be7c70b,Dak Prescott,QB,2016.0,A01,238.0
1554866201,1993-10-07,"Modesto, CA, USA",Indiana,Big Ten Conference,78,Modesto Christian (CA),7,e1c506bd-9e36-45e7-b2b9-fff6a9728a06,Nate Sudfeld,QB,2016.0,A01,227.0
1554866201,1992-12-30,"Bismark, ND, USA",North Dakota State,Missouri Valley Football Conference,77,Bismark Century (ND),11,e9a5c16b-4472-4be9-8030-3f77be7890cb,Carson Wentz,QB,2016.0,A01,237.0
1554866201,1993-01-21,"Miami, FL, USA",Michigan,Big Ten Conference,75,St. Thomas Aquinas (FL),14,bfd0c6e3-dc98-4280-bd6a-f82902c0f46b,Jake Rudock,QB,2016.0,A01,212.0
1554866201,1993-08-22,"Dallas, TX, USA",Texas Christian,Big Twelve Conference,72,West Mesquite (TX),2,648a6a76-32c3-45fa-b158-f77de2a9a95f,Trevone Boykin,QB,2016.0,A01,213.0
1554866201,1990-02-08,"Ada, OH, USA","Miami, O.",Mid-American Conference,75,Ada (OH),3,40a19e4d-a6c1-4bee-a7b4-5ed61ae75323,Zac Dysert,QB,2013.0,A01,221.0
1554866201,1994-10-14,"Novato, CA, USA",California,Pacific Twelve Conference,76,Marin Catholic (CA),16,aba8f925-ffbf-4654-bfa7-a25d3d237494,Jared Goff,QB,2016.0,A01,223.0
1554866201,1994-05-04,"Jacksonville, FL, USA",Pittsburgh,Atlantic Coast Conference,74,Bartram Trail,2,4e4ba1f9-35c6-4e41-85f5-d8f12d32f459,Nathan Peterman,QB,2017.0,A01,225.0
1554866201,1995-01-26,"Alpharetta, GA, USA",Tennessee,Southeastern Conference,75,Alpharetta (GA),5,15bedebc-839e-450a-86f6-1f5ad1f4f820,Joshua Dobbs,QB,2017.0,A01,216.0
1554866201,1996-01-03,"Toledo, OH, USA",Notre Dame,Independent,76,Toledo Central Catholic (OH),9,2a78e2e7-4ef3-4cdd-85e8-0d254b65143e,DeShone Kizer,QB,2017.0,A01,233.0
1554866201,1995-09-03,"Los Angeles, CA, USA",Miami,Atlantic Coast Conference,76,Chaminade College Prep (CA),9,5e5ea79d-7127-4e65-9cd5-b2a0a1fe910e,Brad Kaaya,QB,2017.0,A01,215.0
1554866201,1995-09-14,"Gainesville, GA, USA",Clemson,Atlantic Coast Conference,74,Gainesville (GA),4,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,Deshaun Watson,QB,2017.0,A01,221.0
1554866201,1995-09-17,"Tyler, TX, USA",Texas Tech,Big Twelve Conference,75,Whitehouse (TX),15,11cad59d-90dd-449c-a839-dddaba4fe16c,Patrick Mahomes II,QB,2017.0,A01,230.0
1554866201,1993-11-21,"Charlotte, MI, USA",Central Michigan,Mid-American Conference,75,Lansing Catholic (MI),7,4595c8ea-9d85-4504-8a34-2c8a02349105,Cooper Rush,QB,2017.0,A01,228.0
1554866201,1995-01-22,"Prosper, TX, USA",California,Pacific Twelve Conference,77,Prosper (TX),5,b45cd0e5-42b3-4847-aeec-a3afd07a0160,Davis Webb,QB,2017.0,A01,229.0
1554866201,1994-02-07,"Atlanta, GA, USA",Northern Colorado,Big Sky Conference,76,Mount Pisgah Christian (GA),1,e23505d9-b677-4a86-ba17-564c165a6e66,Kyle Sloter,QB,2017.0,A01,218.0
